nOrders,Profit,Time
100,1983.809102126204,0.13593363761901855
200,2602.203932322188,0.2746741771697998
300,3782.479828458511,0.40402889251708984
400,3635.3226784293943,0.6840636730194092
500,3825.181253738981,0.7940225601196289
600,4427.871304899362,1.0914287567138672
700,4635.310084598372,1.302060604095459
800,5459.974470987416,1.4657807350158691
900,4731.5871163319725,1.5967018604278564
1000,6311.311272887225,2.1132874488830566
1100,5423.654500174656,2.5330917835235596
1200,5631.82973937476,2.6946778297424316
1300,5205.804640746724,2.46699857711792
1400,6764.052699002085,2.5591228008270264
1500,6204.243484602271,2.6748597621917725
1600,6609.769214071744,3.3064610958099365
1700,6868.064678538449,3.6532235145568848
1800,6627.2630785278725,4.064518213272095
1900,6533.593010785282,3.9174346923828125
2000,5535.120825206906,3.590728282928467
2100,6479.245514668289,4.119479656219482
2200,6053.939874491365,5.218270778656006
2300,7295.920352152553,5.3739094734191895
2400,7566.538816078711,4.805052280426025
2500,6452.747887299895,4.9299962520599365
2600,6175.061124211459,4.351717233657837
2700,6290.747539385451,4.830939531326294
2800,7141.858754697534,5.685973167419434
2900,6752.700010536875,6.993427753448486
3000,6786.642129485513,8.3368399143219
3100,7060.272097530416,5.517498254776001
3200,6422.436172940905,7.429466247558594
3300,8759.366134501222,8.542198419570923
3400,8051.043767947775,7.248369932174683
3500,6667.747567053632,6.851846694946289
3600,7883.636325726583,7.13360857963562
3700,7974.111325085756,10.781611680984497
3800,7158.791409662112,10.250056505203247
3900,8550.121927194827,10.936633348464966
4000,6902.54787193118,11.85693097114563
4100,7802.1239751511785,11.591071605682373
4200,9369.045508837373,12.273426294326782
4300,7936.451620131468,11.554860830307007
4400,7416.800172418202,8.938658952713013
4500,8620.650110476652,9.06064772605896
4600,7351.343750239813,8.751400470733643
4700,8113.93370492528,8.116964340209961
4800,7663.946591146801,9.57009482383728
4900,7952.1244610812,9.095635414123535
5000,7514.551024455931,9.474539279937744
5100,7850.2320529520875,9.14949107170105
