Alpha,Average Profit
0.05,3821.504122398845
0.1,3844.8027662011773
0.15,3852.0000105437884
0.2,3868.729245358554
0.25,3811.777517820725
0.3,3847.9857195802006
0.35,3826.3149503444693
0.4,3865.1905847133917
0.45,3827.1726670733306
0.5,3831.6694116057834
0.55,3841.1938446368026
0.6,3830.676100366543
0.65,3790.097176969453
0.7,3785.7085346187046
0.75,3774.8484817552694
0.8,3805.3222955563892
0.85,3786.8339769509344
0.9,3739.430553260473
0.95,3692.6503523984306
